#timestamp_kf,timestamp_query,timestamp_match,isLoop,matchKfId,queryKfId,x,y,z,qw,qx,qy,qz
1620391303993975008,0,0,0,0,0,0,0,0,1,0,0,0
1620391304193983008,0,0,0,0,0,0,0,0,1,0,0,0
1620391304393990008,0,0,0,0,0,0,0,0,1,0,0,0
1620391304594003008,0,0,0,0,0,0,0,0,1,0,0,0
1620391304794006008,0,0,0,0,0,0,0,0,1,0,0,0
1620391304994013008,0,0,0,0,0,0,0,0,1,0,0,0
1620391305194018008,0,0,0,0,0,0,0,0,1,0,0,0
1620391305394032008,0,0,0,0,0,0,0,0,1,0,0,0
1620391305660663008,0,0,0,0,0,0,0,0,1,0,0,0
1620391305860671008,0,0,0,0,0,0,0,0,1,0,0,0
1620391306060679008,0,0,0,0,0,0,0,0,1,0,0,0
1620391306260689008,0,0,0,0,0,0,0,0,1,0,0,0
1620391306527446008,0,0,0,0,0,0,0,0,1,0,0,0
1620391306727447008,0,0,0,0,0,0,0,0,1,0,0,0
1620391306927464008,0,0,0,0,0,0,0,0,1,0,0,0
1620391307127464008,0,0,0,0,0,0,0,0,1,0,0,0
1620391307327476008,0,0,0,0,0,0,0,0,1,0,0,0
1620391307527478008,0,0,0,0,0,0,0,0,1,0,0,0
1620391307727493008,0,0,0,0,0,0,0,0,1,0,0,0
1620391307994122008,0,0,0,0,0,0,0,0,1,0,0,0
1620391308194128008,0,0,0,0,0,0,0,0,1,0,0,0
1620391308394135008,0,0,0,0,0,0,0,0,1,0,0,0
1620391308594149008,0,0,0,0,0,0,0,0,1,0,0,0
1620391308794149008,0,0,0,0,0,0,0,0,1,0,0,0
1620391308994162008,0,0,0,0,0,0,0,0,1,0,0,0
1620391309194162008,0,0,0,0,0,0,0,0,1,0,0,0
1620391309394177008,0,0,0,0,0,0,0,0,1,0,0,0
1620391309594320008,0,0,0,0,0,0,0,0,1,0,0,0
1620391309860941008,0,0,0,0,0,0,0,0,1,0,0,0
1620391310060969008,0,0,0,0,0,0,0,0,1,0,0,0
1620391310327585008,0,0,0,0,0,0,0,0,1,0,0,0
1620391310527586008,0,0,0,0,0,0,0,0,1,0,0,0
1620391310727592008,0,0,0,0,0,0,0,0,1,0,0,0
1620391310927609008,0,0,0,0,0,0,0,0,1,0,0,0
1620391311127619008,0,0,0,0,0,0,0,0,1,0,0,0
1620391311394369008,0,0,0,0,0,0,0,0,1,0,0,0
1620391311594376008,0,0,0,0,0,0,0,0,1,0,0,0
1620391311794388008,0,0,0,0,0,0,0,0,1,0,0,0
1620391311994398008,0,0,0,0,0,0,0,0,1,0,0,0
1620391312261028008,0,0,0,0,0,0,0,0,1,0,0,0
1620391312461037008,0,0,0,0,0,0,0,0,1,0,0,0
1620391312661049008,0,0,0,0,0,0,0,0,1,0,0,0
1620391312927804008,0,0,0,0,0,0,0,0,1,0,0,0
1620391313127809008,0,0,0,0,0,0,0,0,1,0,0,0
1620391313327823008,0,0,0,0,0,0,0,0,1,0,0,0
1620391313594446008,0,0,0,0,0,0,0,0,1,0,0,0
1620391313794459008,0,0,0,0,0,0,0,0,1,0,0,0
1620391313994466008,0,0,0,0,0,0,0,0,1,0,0,0
1620391314194480008,0,0,0,0,0,0,0,0,1,0,0,0
1620391314461230008,0,0,0,0,0,0,0,0,1,0,0,0
1620391314661238008,0,0,0,0,0,0,0,0,1,0,0,0
1620391314861253008,0,0,0,0,0,0,0,0,1,0,0,0
1620391315061258008,0,0,0,0,0,0,0,0,1,0,0,0
1620391315327887008,0,0,0,0,0,0,0,0,1,0,0,0
1620391315527895008,0,0,0,0,0,0,0,0,1,0,0,0
1620391315727907008,0,0,0,0,0,0,0,0,1,0,0,0
1620391315927908008,0,0,0,0,0,0,0,0,1,0,0,0
1620391316127921008,0,0,0,0,0,0,0,0,1,0,0,0
1620391316327921008,0,0,0,0,0,0,0,0,1,0,0,0
1620391316527937008,0,0,0,0,0,0,0,0,1,0,0,0
1620391316794690008,0,0,0,0,0,0,0,0,1,0,0,0
1620391316994702008,0,0,0,0,0,0,0,0,1,0,0,0
1620391317194709008,0,0,0,0,0,0,0,0,1,0,0,0
1620391317394719008,0,0,0,0,0,0,0,0,1,0,0,0
1620391317594726008,0,0,0,0,0,0,0,0,1,0,0,0
1620391317794728008,0,0,0,0,0,0,0,0,1,0,0,0
1620391317994731008,0,0,0,0,0,0,0,0,1,0,0,0
1620391318194747008,0,0,0,0,0,0,0,0,1,0,0,0
1620391318461378008,0,0,0,0,0,0,0,0,1,0,0,0
1620391318661388008,0,0,0,0,0,0,0,0,1,0,0,0
1620391318861523008,0,0,0,0,0,0,0,0,1,0,0,0
1620391319061529008,0,0,0,0,0,0,0,0,1,0,0,0
1620391319261541008,0,0,0,0,0,0,0,0,1,0,0,0
1620391319528162008,0,0,0,0,0,0,0,0,1,0,0,0
1620391319728178008,0,0,0,0,0,0,0,0,1,0,0,0
1620391319928178008,0,0,0,0,0,0,0,0,1,0,0,0
1620391320128183008,0,0,0,0,0,0,0,0,1,0,0,0
1620391320328190008,0,0,0,0,0,0,0,0,1,0,0,0
1620391320528202008,0,0,0,0,0,0,0,0,1,0,0,0
1620391320728203008,0,0,0,0,0,0,0,0,1,0,0,0
1620391320928213008,0,0,0,0,0,0,0,0,1,0,0,0
1620391321128221008,0,0,0,0,0,0,0,0,1,0,0,0
1620391321328235008,0,0,0,0,0,0,0,0,1,0,0,0
1620391321528236008,0,0,0,0,0,0,0,0,1,0,0,0
1620391321728252008,0,0,0,0,0,0,0,0,1,0,0,0
1620391321995002008,0,0,0,0,0,0,0,0,1,0,0,0
1620391322195017008,0,0,0,0,0,0,0,0,1,0,0,0
1620391322461644008,0,0,0,0,0,0,0,0,1,0,0,0
1620391322661652008,0,0,0,0,0,0,0,0,1,0,0,0
1620391322861662008,0,0,0,0,0,0,0,0,1,0,0,0
1620391323061671008,0,0,0,0,0,0,0,0,1,0,0,0
1620391323261675008,0,0,0,0,0,0,0,0,1,0,0,0
1620391323461676008,0,0,0,0,0,0,0,0,1,0,0,0
1620391323661693008,0,0,0,0,0,0,0,0,1,0,0,0
1620391323861702008,0,0,0,0,0,0,0,0,1,0,0,0
1620391324061706008,0,0,0,0,0,0,0,0,1,0,0,0
1620391324261711008,0,0,0,0,0,0,0,0,1,0,0,0
1620391324461850008,0,0,0,0,0,0,0,0,1,0,0,0
1620391324661855008,0,0,0,0,0,0,0,0,1,0,0,0
1620391324928482008,0,0,0,0,0,0,0,0,1,0,0,0
1620391325128492008,0,0,0,0,0,0,0,0,1,0,0,0
1620391325328501008,0,0,0,0,0,0,0,0,1,0,0,0
1620391325528506008,0,0,0,0,0,0,0,0,1,0,0,0
1620391325728517008,0,0,0,0,0,0,0,0,1,0,0,0
1620391325928522008,0,0,0,0,0,0,0,0,1,0,0,0
1620391326128532008,0,0,0,0,0,0,0,0,1,0,0,0
1620391326328534008,0,0,0,0,0,0,0,0,1,0,0,0
1620391326528544008,0,0,0,0,0,0,0,0,1,0,0,0
1620391326728553008,0,0,0,0,0,0,0,0,1,0,0,0
1620391326928562008,0,0,0,0,0,0,0,0,1,0,0,0
1620391327128562008,0,0,0,0,0,0,0,0,1,0,0,0
1620391327328572008,0,0,0,0,0,0,0,0,1,0,0,0
1620391327528590008,0,0,0,0,0,0,0,0,1,0,0,0
1620391327795344008,0,0,0,0,0,0,0,0,1,0,0,0
1620391327995347008,0,0,0,0,0,0,0,0,1,0,0,0
1620391328195355008,0,0,0,0,0,0,0,0,1,0,0,0
1620391328395358008,0,0,0,0,0,0,0,0,1,0,0,0
1620391328595373008,0,0,0,0,0,0,0,0,1,0,0,0
1620391328862005008,0,0,0,0,0,0,0,0,1,0,0,0
1620391329062012008,0,0,0,0,0,0,0,0,1,0,0,0
1620391329262030008,0,0,0,0,0,0,0,0,1,0,0,0
1620391329462030008,0,0,0,0,0,0,0,0,1,0,0,0
1620391329728779008,0,0,0,0,0,0,0,0,1,0,0,0
1620391329928788008,0,0,0,0,0,0,0,0,1,0,0,0
1620391330128804008,0,0,0,0,0,0,0,0,1,0,0,0
1620391330395429008,0,0,0,0,0,0,0,0,1,0,0,0
1620391330595443008,0,0,0,0,0,0,0,0,1,0,0,0
1620391330795448008,0,0,0,0,0,0,0,0,1,0,0,0
1620391330995494008,0,0,0,0,0,0,0,0,1,0,0,0
1620391331262213008,0,0,0,0,0,0,0,0,1,0,0,0
1620391331462220008,0,0,0,0,0,0,0,0,1,0,0,0
1620391331662233008,0,0,0,0,0,0,0,0,1,0,0,0
1620391331862236008,0,0,0,0,0,0,0,0,1,0,0,0
1620391332062241008,0,0,0,0,0,0,0,0,1,0,0,0
1620391332262248008,0,0,0,0,0,0,0,0,1,0,0,0
1620391332462264008,0,0,0,0,0,0,0,0,1,0,0,0
1620391332662269008,0,0,0,0,0,0,0,0,1,0,0,0
1620391332862269008,0,0,0,0,0,0,0,0,1,0,0,0
1620391333062278008,0,0,0,0,0,0,0,0,1,0,0,0
1620391333262294008,0,0,0,0,0,0,0,0,1,0,0,0
1620391333462299008,0,0,0,0,0,0,0,0,1,0,0,0
1620391333662305008,0,0,0,0,0,0,0,0,1,0,0,0
1620391333862306008,0,0,0,0,0,0,0,0,1,0,0,0
1620391334062326008,0,0,0,0,0,0,0,0,1,0,0,0
1620391334262328008,0,0,0,0,0,0,0,0,1,0,0,0
1620391334462329008,0,0,0,0,0,0,0,0,1,0,0,0
1620391334662337008,0,0,0,0,0,0,0,0,1,0,0,0
1620391334862352008,0,0,0,0,0,0,0,0,1,0,0,0
1620391335062360008,0,0,0,0,0,0,0,0,1,0,0,0
1620391335262363008,0,0,0,0,0,0,0,0,1,0,0,0
1620391335462369008,0,0,0,0,0,0,0,0,1,0,0,0
1620391335662501008,0,0,0,0,0,0,0,0,1,0,0,0
1620391335862508008,0,0,0,0,0,0,0,0,1,0,0,0
1620391336062516008,0,0,0,0,0,0,0,0,1,0,0,0
1620391336262523008,0,0,0,0,0,0,0,0,1,0,0,0
1620391336462533008,0,0,0,0,0,0,0,0,1,0,0,0
1620391336662539008,0,0,0,0,0,0,0,0,1,0,0,0
1620391336929168008,0,0,0,0,0,0,0,0,1,0,0,0
1620391337129173008,0,0,0,0,0,0,0,0,1,0,0,0
1620391337329189008,0,0,0,0,0,0,0,0,1,0,0,0
1620391337595939008,0,0,0,0,0,0,0,0,1,0,0,0
1620391337795948008,0,0,0,0,0,0,0,0,1,0,0,0
1620391337995959008,0,0,0,0,0,0,0,0,1,0,0,0
1620391338195968008,0,0,0,0,0,0,0,0,1,0,0,0
1620391338395969008,0,0,0,0,0,0,0,0,1,0,0,0
1620391338595979008,0,0,0,0,0,0,0,0,1,0,0,0
1620391338795986008,0,0,0,0,0,0,0,0,1,0,0,0
1620391338995997008,0,0,0,0,0,0,0,0,1,0,0,0
1620391339262626008,0,0,0,0,0,0,0,0,1,0,0,0
1620391339462634008,0,0,0,0,0,0,0,0,1,0,0,0
1620391339662666008,0,0,0,0,0,0,0,0,1,0,0,0
1620391339929400008,0,0,0,0,0,0,0,0,1,0,0,0
1620391340129407008,0,0,0,0,0,0,0,0,1,0,0,0
1620391340329414008,0,0,0,0,0,0,0,0,1,0,0,0
1620391340529428008,0,0,0,0,0,0,0,0,1,0,0,0
1620391340729434008,0,0,0,0,0,0,0,0,1,0,0,0
1620391340929435008,0,0,0,0,0,0,0,0,1,0,0,0
1620391341129450008,0,0,0,0,0,0,0,0,1,0,0,0
1620391341329455008,0,0,0,0,0,0,0,0,1,0,0,0
1620391341529459008,0,0,0,0,0,0,0,0,1,0,0,0
1620391341729465008,0,0,0,0,0,0,0,0,1,0,0,0
1620391341929477008,0,0,0,0,0,0,0,0,1,0,0,0
1620391342129487008,0,0,0,0,0,0,0,0,1,0,0,0
1620391342396113008,0,0,0,0,0,0,0,0,1,0,0,0
1620391342596119008,0,0,0,0,0,0,0,0,1,0,0,0
1620391342796129008,0,0,0,0,0,0,0,0,1,0,0,0
1620391342996143008,0,0,0,0,0,0,0,0,1,0,0,0
1620391343196271008,0,0,0,0,0,0,0,0,1,0,0,0
1620391343396279008,0,0,0,0,0,0,0,0,1,0,0,0
1620391343596281008,0,0,0,0,0,0,0,0,1,0,0,0
1620391343796298008,0,0,0,0,0,0,0,0,1,0,0,0
1620391343996302008,0,0,0,0,0,0,0,0,1,0,0,0
1620391344196305008,0,0,0,0,0,0,0,0,1,0,0,0
1620391344396312008,0,0,0,0,0,0,0,0,1,0,0,0
1620391344596325008,0,0,0,0,0,0,0,0,1,0,0,0
1620391344796326008,0,0,0,0,0,0,0,0,1,0,0,0
1620391344996341008,0,0,0,0,0,0,0,0,1,0,0,0
1620391345262973008,0,0,0,0,0,0,0,0,1,0,0,0
1620391345462981008,0,0,0,0,0,0,0,0,1,0,0,0
1620391345729734008,0,0,0,0,0,0,0,0,1,0,0,0
1620391345929741008,0,0,0,0,0,0,0,0,1,0,0,0
1620391346129764008,0,0,0,0,0,0,0,0,1,0,0,0
1620391346396383008,0,0,0,0,0,0,0,0,1,0,0,0
1620391346596392008,0,0,0,0,0,0,0,0,1,0,0,0
1620391346796415008,0,0,0,0,0,0,0,0,1,0,0,0
1620391346996419008,0,0,0,0,0,0,0,0,1,0,0,0
1620391347263170008,0,0,0,0,0,0,0,0,1,0,0,0
1620391347463175008,0,0,0,0,0,0,0,0,1,0,0,0
1620391347663188008,0,0,0,0,0,0,0,0,1,0,0,0
1620391347863190008,0,0,0,0,0,0,0,0,1,0,0,0
1620391348063195008,0,0,0,0,0,0,0,0,1,0,0,0
1620391348263202008,0,0,0,0,0,0,0,0,1,0,0,0
1620391348463222008,0,0,0,0,0,0,0,0,1,0,0,0
1620391348663224008,0,0,0,0,0,0,0,0,1,0,0,0
1620391348929851008,0,0,0,0,0,0,0,0,1,0,0,0
1620391349129857008,0,0,0,0,0,0,0,0,1,0,0,0
1620391349329876008,0,0,0,0,0,0,0,0,1,0,0,0
1620391349596627008,0,0,0,0,0,0,0,0,1,0,0,0
1620391349796633008,0,0,0,0,0,0,0,0,1,0,0,0
1620391349996638008,0,0,0,0,0,0,0,0,1,0,0,0
1620391350196651008,0,0,0,0,0,0,0,0,1,0,0,0
1620391350396655008,0,0,0,0,0,0,0,0,1,0,0,0
1620391350596662008,0,0,0,0,0,0,0,0,1,0,0,0
1620391350796668008,0,0,0,0,0,0,0,0,1,0,0,0
1620391350996681008,0,0,0,0,0,0,0,0,1,0,0,0
1620391351196682008,0,0,0,0,0,0,0,0,1,0,0,0
1620391351396687008,0,0,0,0,0,0,0,0,1,0,0,0
1620391351596694008,0,0,0,0,0,0,0,0,1,0,0,0
1620391351796715008,0,0,0,0,0,0,0,0,1,0,0,0
1620391352063338008,0,0,0,0,0,0,0,0,1,0,0,0
1620391352263345008,0,0,0,0,0,0,0,0,1,0,0,0
1620391352463481008,0,0,0,0,0,0,0,0,1,0,0,0
1620391352663495008,0,0,0,0,0,0,0,0,1,0,0,0
1620391352930119008,0,0,0,0,0,0,0,0,1,0,0,0
1620391353130126008,0,0,0,0,0,0,0,0,1,0,0,0
1620391353330139008,0,0,0,0,0,0,0,0,1,0,0,0
1620391353530146008,0,0,0,0,0,0,0,0,1,0,0,0
1620391353730147008,0,0,0,0,0,0,0,0,1,0,0,0
1620391353930155008,0,0,0,0,0,0,0,0,1,0,0,0
1620391354130166008,0,0,0,0,0,0,0,0,1,0,0,0
1620391354330171008,0,0,0,0,0,0,0,0,1,0,0,0
1620391354530178008,0,0,0,0,0,0,0,0,1,0,0,0
1620391354730186008,0,0,0,0,0,0,0,0,1,0,0,0
1620391354930201008,0,0,0,0,0,0,0,0,1,0,0,0
1620391355196950008,0,0,0,0,0,0,0,0,1,0,0,0
1620391355396967008,0,0,0,0,0,0,0,0,1,0,0,0
1620391355596972008,0,0,0,0,0,0,0,0,1,0,0,0
1620391355796979008,0,0,0,0,0,0,0,0,1,0,0,0
1620391355996980008,0,0,0,0,0,0,0,0,1,0,0,0
1620391356196989008,0,0,0,0,0,0,0,0,1,0,0,0
1620391356396993008,0,0,0,0,0,0,0,0,1,0,0,0
1620391356597010008,0,0,0,0,0,0,0,0,1,0,0,0
1620391356863634008,0,0,0,0,0,0,0,0,1,0,0,0
1620391357063642008,0,0,0,0,0,0,0,0,1,0,0,0
1620391357263656008,0,0,0,0,0,0,0,0,1,0,0,0
1620391357463667008,0,0,0,0,0,0,0,0,1,0,0,0
1620391357663670008,0,0,0,0,0,0,0,0,1,0,0,0
1620391357863678008,0,0,0,0,0,0,0,0,1,0,0,0
1620391358063811008,0,0,0,0,0,0,0,0,1,0,0,0
1620391358263823008,0,0,0,0,0,0,0,0,1,0,0,0
1620391358463824008,0,0,0,0,0,0,0,0,1,0,0,0
1620391358663827008,0,0,0,0,0,0,0,0,1,0,0,0
1620391358863846008,0,0,0,0,0,0,0,0,1,0,0,0
1620391359130471008,0,0,0,0,0,0,0,0,1,0,0,0
1620391359330479008,0,0,0,0,0,0,0,0,1,0,0,0
1620391359530490008,0,0,0,0,0,0,0,0,1,0,0,0
1620391359730496008,0,0,0,0,0,0,0,0,1,0,0,0
1620391359930504008,0,0,0,0,0,0,0,0,1,0,0,0
1620391360130508008,0,0,0,0,0,0,0,0,1,0,0,0
1620391360330515008,0,0,0,0,0,0,0,0,1,0,0,0
1620391360530523008,0,0,0,0,0,0,0,0,1,0,0,0
1620391360730532008,0,0,0,0,0,0,0,0,1,0,0,0
1620391360930537008,0,0,0,0,0,0,0,0,1,0,0,0
1620391361130538008,0,0,0,0,0,0,0,0,1,0,0,0
1620391361330557008,0,0,0,0,0,0,0,0,1,0,0,0
1620391361597309008,0,0,0,0,0,0,0,0,1,0,0,0
1620391361797317008,0,0,0,0,0,0,0,0,1,0,0,0
1620391361997324008,0,0,0,0,0,0,0,0,1,0,0,0
1620391362197336008,0,0,0,0,0,0,0,0,1,0,0,0
1620391362397337008,0,0,0,0,0,0,0,0,1,0,0,0
1620391362597350008,0,0,0,0,0,0,0,0,1,0,0,0
1620391362797353008,0,0,0,0,0,0,0,0,1,0,0,0
1620391362997370008,0,0,0,0,0,0,0,0,1,0,0,0
1620391363263994008,0,0,0,0,0,0,0,0,1,0,0,0
1620391363463999008,0,0,0,0,0,0,0,0,1,0,0,0
1620391363664138008,0,0,0,0,0,0,0,0,1,0,0,0
1620391363930771008,0,0,0,0,0,0,0,0,1,0,0,0
1620391364130773008,0,0,0,0,0,0,0,0,1,0,0,0
1620391364330783008,0,0,0,0,0,0,0,0,1,0,0,0
1620391364530797008,0,0,0,0,0,0,0,0,1,0,0,0
1620391364730797008,0,0,0,0,0,0,0,0,1,0,0,0
1620391364930806008,0,0,0,0,0,0,0,0,1,0,0,0
1620391365130810008,0,0,0,0,0,0,0,0,1,0,0,0
1620391365330833008,0,0,0,0,0,0,0,0,1,0,0,0
1620391365597579008,0,0,0,0,0,0,0,0,1,0,0,0
1620391365797586008,0,0,0,0,0,0,0,0,1,0,0,0
1620391365997593008,0,0,0,0,0,0,0,0,1,0,0,0
