#timestamp_kf,x,y,z,qw,qx,qy,qz
1620391275992338008,0.024702802720123057806,0.0070836773741713311009,-0.020708577384454949361,0.99725788834813577921,-0.03032453048347685115,0.067505763710260707766,0.00031439508303710570272
1620391276192344008,0.16540471681737389797,0.0078149482750441839896,-0.093163295380595201323,0.99082258846462711865,-0.019216590316340927819,0.13378162052975633989,0.0019490647250852990123
1620391276392352008,0.38144768294009306908,0.019129308614582452019,-0.22552414040671242557,0.9899234824616025552,-0.019322564979185993111,0.13981878596838956397,0.011350966656826385476
1620391276592367008,0.68755829838796267417,0.040665243169924439326,-0.40446821377679653686,0.98850957587829435536,-0.019504467429050927757,0.1483725116031625324,0.021307086797433726078
1620391276792368008,1.0777647651358692737,0.073851672914749838528,-0.63110424053934599531,0.98694789127643978155,-0.021219670055533351727,0.15634539122716009651,0.032244443703520850319
1620391276992382008,1.5273490840764498699,0.11682308923506241893,-0.89460451303818122604,0.9856257566949322424,-0.026145789793992339767,0.16287712954493130391,0.03645965011892436658
1620391277192382008,2.0929475690816170541,0.17008399126107975885,-1.2245367033448153471,0.98531897136642532242,-0.030073680324115729251,0.16552096015905687354,0.029067338460826739471
1620391277392396008,2.7303815171274363749,0.22875348976921219823,-1.5894664037295402892,0.98452558099622022869,-0.032023551070176056732,0.17117531579160424893,0.019567416910651273809
1620391277659028008,3.7313414731328071738,0.33007895300234058045,-2.159970531585914344,0.98182322990783588157,-0.03224265359552419552,0.18390137414423660123,0.034115115276444347991
1620391277859042008,4.5805903382625237086,0.43199248620437985524,-2.6479752837429941792,0.97888981699193955421,-0.027863282887785400382,0.19187914234966918503,0.064658784301574040443
1620391278125797008,5.9184176766097689182,0.62540971258788702336,-3.4099660004542933223,0.97370540434377217398,-0.026695155776461421127,0.20114849211707130916,0.10355886407657136083
1620391278325797008,7.0131992810237315794,0.79576806042206393865,-4.0263823991683977965,0.97128412563923482992,-0.025240309053027921299,0.20501397732111059646,0.11806499558765648494
1620391278525806008,8.2216920705260019275,0.99718584400703702553,-4.7001379668090974562,0.96743428326151581498,-0.027626835655660295782,0.21470932840120332541,0.13117762697745469214
1620391278725811008,9.5391309271733941699,1.2262698649206407175,-5.4349096352855275072,0.96582080022793337371,-0.02674261661614831323,0.21543835034047234545,0.14163802987253032439
1620391278925827008,10.96707202678914328,1.4853362149595916719,-6.222660637819099172,0.96257099671664070328,-0.028807173247778112418,0.22336186754235526353,0.15078693304592680202
1620391279192454008,13.026596359571126271,1.8776561166322864871,-7.3542299930685226528,0.95788011556970176219,-0.029405038335630937635,0.23246292493768000442,0.16601812083647285445
1620391279392463008,14.721646726724605614,2.2112961244202642419,-8.2853804743282015721,0.95344101548449944339,-0.029843594786727246915,0.24086088758515647457,0.17901291203090127779
1620391279592468008,16.553715672259464498,2.583840981024787542,-9.2951255233267779943,0.94928824941653100478,-0.030360581214780153064,0.24756837189477889916,0.19141566253932298936
1620391279792482008,18.49399435472679798,2.9888857414269995871,-10.361506876571951352,0.94498002465240593661,-0.029916089269331255091,0.25427071055948335943,0.2036275677857599109
1620391279992483008,20.577146080876623557,3.4389675663165197861,-11.502263949251565478,0.94029302339263087784,-0.03065299043153903169,0.26133655532399069354,0.21589958125976410619
1620391280192489008,2.8013380319585543532,-1.9602198625528757248,-1.3975186673660715542,0.96444384372128433291,-0.016674464672112386532,0.14429883867245624218,0.22078922005794432426
1620391280392497008,1.256001783603427846,-3.1129642050725276903,-1.842479138995268606,0.96762080788827797839,-0.013206038856413021901,0.10034534208829042068,0.23122799354867290544
1620391280592512008,1.3086392831284132665,-3.6023225032931236456,-1.8048615287738809521,0.97051058452853167235,-0.017858983076327529516,0.089569052487046191269,0.22308663536425057949
1620391280792512008,2.3921315931805544608,-4.0914912099963238745,-1.6143689630961415293,0.97363480441309191438,-0.024071157358775772256,0.085385921522540139672,0.21015492243732480926
1620391280992520008,2.6493160526723644743,-3.7852657526554582823,-1.1077729308161123889,0.97403952429873230656,-0.022164963465771743423,0.07622283946962114809,0.21200424109354665259
1620391281192527008,2.9434100386427255458,-3.8811415856716826589,-0.76557048044595765734,0.97227067387323684589,-0.028207058519867812124,0.068692002971825288915,0.22175551245337588036
1620391281392539008,3.3934569575385036266,-3.9507942216064555474,-0.64106784263157745585,0.97086936990708483375,-0.031231798182121645741,0.058772066987222502943,0.23018054978773228036
1620391281592665008,3.6729067872983383047,-4.2356491600585544077,-0.46192168794951826705,0.96884250298349905428,-0.035790926384610600997,0.057978116335706479656,0.23812129687905977948
1620391281792672008,3.6681555683363815668,-4.4300099717608638628,-0.38535565043045438838,0.96679482582340059427,-0.038922401161649099188,0.051240828419507118696,0.24732001324558652855
1620391281992681008,4.0170232393186706688,-4.3988450476645786225,-0.38671439159634285465,0.96444938695419424324,-0.041216522806627464703,0.051132342424181437268,0.25597668215997448904
1620391282192692008,4.3482068481245379488,-4.4715321236313947395,-0.32332596736169855189,0.96148587866980905758,-0.038229395194546419989,0.05632630166564671359,0.26629075500714960434
1620391282392710008,4.7510841649391863939,-4.4820427995039455737,-0.1931788546438950871,0.95608305310662644594,-0.039108590719669808489,0.05703392773815025435,0.28482072393173146763
1620391282659332008,5.2973518016929208585,-4.0911550852239129128,-0.16039492864531507132,0.94181846631062204889,-0.040359749583427063924,0.055974282841158670698,0.32896192300977855627
1620391282859337008,5.7082753816632783028,-4.221356854959195104,-0.13930922540265580634,0.93271085083572191632,-0.041572827649574053965,0.05983897419151406466,0.35318757891838731267
1620391283059351008,5.9754229303431207754,-4.0730640360837240266,-0.066958919965746641068,0.92845486741887994775,-0.04473008921545096328,0.060573095164098193777,0.36373297682119903884
1620391283325978008,6.5089632664002534668,-4.1179872063987055242,-0.24512099888243449319,0.92208294334351725841,-0.051463199330782506691,0.066261908990674939224,0.37778822655888760762
1620391283526112008,6.360267361815893139,-4.3385090477506151885,-0.14597826749422243564,0.91790944027495113833,-0.043225402387449721187,0.051717758626810862721,0.3910231418793393976
1620391283726123008,6.4097918462260548011,-4.692582879232597648,-0.1271527462939378017,0.91437806845598879057,-0.047514872252093824645,0.046055690679220516459,0.39941702291918468326
