#cur_kf_id,timestamp_kf,numSF,numValid,numDegenerate,numFarPoints,numOutliers,numCheirality,numNonInitialized,meanPixelError,maxPixelError,meanTrackLength,maxTrackLength,nrElementsInMatrix,nrZeroElementsInMatrix
58,1620391254857704008,535,188,0,0,0,0,347,0,0,3.3989361702127660614,4,202500,187062
59,1620391255057716008,522,188,0,0,0,0,334,0,0,3.3989361702127660614,4,202500,187314
60,1620391255257719008,490,188,0,0,0,0,302,0,0,3.3989361702127660614,4,202500,187494
61,1620391255457727008,475,188,0,0,0,0,287,0,0,3.3989361702127660614,4,202500,187494
62,1620391255657732008,445,186,0,0,0,0,259,0,0,3.4139784946236559904,4,202500,187494
63,1620391255857744008,407,186,0,0,0,0,221,0,0,3.4139784946236559904,4,202500,187494
64,1620391256057744008,382,186,0,0,0,0,196,0,0,3.4139784946236559904,4,202500,187494
65,1620391256257751008,358,186,0,0,0,0,172,0,0,3.4139784946236559904,4,202500,187494
66,1620391256457761008,344,186,0,0,0,0,158,0,0,3.4139784946236559904,4,202500,187494
67,1620391256657769008,326,186,0,0,0,0,140,0,0,3.4139784946236559904,4,202500,187494
68,1620391256857773008,291,186,0,0,0,0,105,0,0,3.4139784946236559904,4,202500,187494
69,1620391257057781008,151,59,0,0,0,0,92,0,0,2.8813559322033897026,3,202500,187530
70,1620391257257786008,65,2,0,0,0,0,63,0,0,2,2,202500,187710
71,1620391257457922008,0,0,0,0,0,0,0,0,0,0,0,202500,187710
72,1620391257657931008,0,0,0,0,0,0,0,0,0,0,0,202500,187710
73,1620391257857931008,0,0,0,0,0,0,0,0,0,0,0,202500,187710
74,1620391258057940008,0,0,0,0,0,0,0,0,0,0,0,202500,187710
75,1620391258257952008,252,5,0,0,0,0,247,0,0,7,24,202500,169494
76,1620391258524581008,273,4,0,0,0,0,269,0,0,3.5,6,189225,174222
77,1620391258724589008,300,26,0,0,0,0,274,0,0,3.3076923076923074873,19,189225,163926
78,1620391258924600008,341,12,0,0,0,0,329,0,0,3.25,6,189225,173718
79,1620391259124604008,390,11,0,0,0,0,379,0,0,3,6,189225,173718
80,1620391259324609008,435,11,0,0,0,0,424,0,0,3,6,189225,173718
81,1620391259524616008,482,11,0,0,0,0,471,0,0,3,6,202500,186486
82,1620391259724630008,459,11,0,0,0,0,448,0,0,3,6,202500,186486
83,1620391259991386008,472,11,0,0,0,0,461,0,0,3,6,189225,173718
84,1620391260191398008,500,11,0,0,0,0,489,0,0,3,6,189225,173718
85,1620391260391406008,514,11,0,0,0,0,503,0,0,3,6,202500,186486
86,1620391260591414008,520,11,0,0,0,0,509,0,0,3,6,202500,186486
87,1620391260791414008,544,11,0,0,0,0,533,0,0,3,6,202500,186486
88,1620391260991423008,644,12,0,0,0,0,632,0,0,2.9166666666666665186,6,202500,186486
89,1620391261191430008,653,48,0,0,0,0,605,0,0,2.2291666666666665186,6,202500,186486
90,1620391261391444008,679,50,0,0,0,0,629,0,0,2.2200000000000001954,6,202500,186486
91,1620391261591465008,700,112,0,0,0,0,588,0,0,2.4553571428571427937,11,202500,183606
92,1620391261858079008,711,129,0,0,0,0,582,0,0,2.4573643410852712421,11,189225,170766
93,1620391262058089008,737,146,0,0,0,0,591,0,0,2.4041095890410959512,11,189225,170694
94,1620391262258101008,739,155,0,0,0,0,584,0,0,2.3548387096774194838,10,189225,171198
95,1620391262524864008,737,156,0,0,0,0,581,0,0,2.3012820512820510999,6,189225,173070
96,1620391262724866008,779,155,0,0,0,0,624,0,0,2.3032258064516129004,6,189225,173070
97,1620391262924872008,785,155,0,0,0,0,630,0,0,2.3032258064516129004,6,189225,173070
98,1620391263124878008,793,155,0,0,0,0,638,0,0,2.3032258064516129004,6,189225,173070
99,1620391263324879008,808,154,0,0,0,0,654,0,0,2.2792207792207790362,6,189225,173358
100,1620391263524885008,818,152,0,0,0,0,666,0,0,2.2368421052631579649,6,189225,173322
101,1620391263724901008,829,179,0,0,0,0,650,0,0,2.1787709497206702025,6,189225,173646
102,1620391263924931008,818,177,0,0,0,0,641,0,0,2.1412429378531072643,3,189225,173826
103,1620391264191535008,828,185,0,0,0,0,643,0,0,2.1351351351351350871,3,189225,174150
104,1620391264391546008,829,204,0,0,0,0,625,0,0,2.1323529411764705621,3,189225,174330
105,1620391264591556008,847,203,0,0,0,0,644,0,0,2.1280788177339902134,3,189225,174510
106,1620391264791687008,842,196,0,0,0,0,646,0,0,2.1326530612244898322,3,189225,174510
107,1620391264991690008,806,196,0,0,0,0,610,0,0,2.1326530612244898322,3,189225,174510
108,1620391265191695008,772,197,0,0,0,0,575,0,0,2.1319796954314722548,3,189225,174510
109,1620391265391710008,750,197,0,0,0,0,553,0,0,2.1319796954314722548,3,189225,174510
110,1620391265591710008,727,197,0,0,0,0,530,0,0,2.1319796954314722548,3,189225,174510
111,1620391265791725008,728,197,0,0,0,0,531,0,0,2.1319796954314722548,3,189225,174510
112,1620391265991728008,712,197,0,0,0,0,515,0,0,2.1319796954314722548,3,189225,174510
113,1620391266191739008,722,197,0,0,0,0,525,0,0,2.1319796954314722548,3,189225,174510
114,1620391266391740008,735,197,0,0,0,0,538,0,0,2.1319796954314722548,3,189225,174510
115,1620391266591752008,726,197,0,0,0,0,529,0,0,2.1319796954314722548,3,189225,174510
116,1620391266791753008,640,160,0,0,0,0,480,0,0,2.1625000000000000888,3,189225,174510
117,1620391266991775008,645,141,0,0,0,0,504,0,0,2.1418439716312058785,3,189225,174582
118,1620391267258399008,625,119,0,0,0,0,506,0,0,2.1008403361344538673,3,189225,174654
119,1620391267458402008,626,106,0,0,0,0,520,0,0,2.0849056603773585827,3,189225,174726
120,1620391267658409008,645,98,0,0,0,0,547,0,0,2.0816326530612245804,3,189225,174798
121,1620391267858421008,688,77,0,0,0,0,611,0,0,2.0259740259740257606,3,189225,174870
122,1620391268058424008,695,66,0,0,0,0,629,0,0,2.0303030303030302761,3,189225,174870
123,1620391268258432008,715,65,0,0,0,0,650,0,0,2.0307692307692306599,3,189225,174870
124,1620391268458442008,751,65,0,0,0,0,686,0,0,2.0307692307692306599,3,202500,187638
125,1620391268658578008,731,65,0,0,0,0,666,0,0,2.0307692307692306599,3,202500,187638
126,1620391268858579008,740,65,0,0,0,0,675,0,0,2.0307692307692306599,3,202500,187638
127,1620391269058587008,757,65,0,0,0,0,692,0,0,2.0307692307692306599,3,202500,187638
128,1620391269258591008,770,65,0,0,0,0,705,0,0,2.0307692307692306599,3,202500,187638
129,1620391269458604008,787,65,0,0,0,0,722,0,0,2.0307692307692306599,3,202500,187638
130,1620391269658608008,769,42,0,0,0,0,727,0,0,2.0476190476190474499,3,202500,187638
131,1620391269858615008,773,35,0,0,0,0,738,0,0,2.0571428571428569398,3,202500,187638
132,1620391270058622008,789,25,0,0,0,0,764,0,0,2,2,202500,187710
133,1620391270258635008,785,9,0,0,0,0,776,0,0,2,2,202500,187710
134,1620391270458637008,762,8,0,0,0,0,754,0,0,2,2,202500,187710
135,1620391270658644008,760,8,0,0,0,0,752,0,0,2,2,202500,187710
136,1620391270858650008,778,8,0,0,0,0,770,0,0,2,2,202500,187710
137,1620391271058665008,778,7,0,0,0,0,771,0,0,2,2,202500,187710
138,1620391271258665008,763,7,0,0,0,0,756,0,0,2,2,202500,187710
139,1620391271458673008,764,7,0,0,0,0,757,0,0,2,2,202500,187710
140,1620391271658681008,764,7,0,0,0,0,757,0,0,2,2,202500,187710
141,1620391271858694008,783,21,0,0,0,0,762,0,0,2,2,202500,187710
142,1620391272058694008,792,30,0,0,0,0,762,0,0,2,2,202500,187710
143,1620391272258700008,787,39,0,0,0,0,748,0,0,2,2,202500,187710
144,1620391272458708008,796,39,0,0,0,0,757,0,0,2,2,202500,187710
145,1620391272658724008,804,93,0,0,0,0,711,0,0,2.0322580645161290036,3,202500,187638
146,1620391272858724008,792,113,0,0,0,0,679,0,0,2.0619469026548671309,3,202500,187566
147,1620391273058729008,801,131,0,0,0,0,670,0,0,2.0610687022900764376,3,202500,187494
148,1620391273258739008,805,114,0,0,0,0,691,0,0,2.0701754385964914462,3,202500,187494
149,1620391273458752008,798,111,0,0,0,0,687,0,0,2.0720720720720722241,3,202500,187494
150,1620391273658753008,746,109,0,0,0,0,637,0,0,2.0733944954128440408,3,202500,187494
151,1620391273858760008,733,109,0,0,0,0,624,0,0,2.0733944954128440408,3,202500,187494
152,1620391274058894008,719,109,0,0,0,0,610,0,0,2.0733944954128440408,3,202500,187494
153,1620391274258904008,697,109,0,0,0,0,588,0,0,2.0733944954128440408,3,202500,187494
154,1620391274458908008,696,109,0,0,0,0,587,0,0,2.0733944954128440408,3,202500,187494
155,1620391274658915008,704,131,0,0,0,0,573,0,0,2.0610687022900764376,3,202500,187494
156,1620391274858923008,693,134,0,0,0,0,559,0,0,2.0597014925373136052,3,202500,187494
157,1620391275058935008,687,133,0,0,0,0,554,0,0,2.0601503759398496207,3,202500,187494
158,1620391275258935008,668,145,0,0,0,0,523,0,0,2.0551724137931035585,3,202500,187494
159,1620391275458945008,669,142,0,0,0,0,527,0,0,2.0563380281690140094,3,202500,187494
160,1620391275658950008,702,143,0,0,0,0,559,0,0,2.055944055944055826,3,202500,187494
161,1620391275858966008,685,143,0,0,0,0,542,0,0,2.055944055944055826,3,202500,187494
162,1620391276058967008,693,129,0,0,0,0,564,0,0,2.0620155038759691024,3,202500,187494
163,1620391276258974008,695,112,0,0,0,0,583,0,0,2.0714285714285716189,3,202500,187494
164,1620391276458982008,707,112,0,0,0,0,595,0,0,2.0714285714285716189,3,202500,187494
165,1620391276658993008,698,112,0,0,0,0,586,0,0,2.0714285714285716189,3,202500,187494
166,1620391276858995008,717,124,0,0,0,0,593,0,0,2.0645161290322580072,3,202500,187494
167,1620391277059001008,733,123,0,0,0,0,610,0,0,2.0650406504065039748,3,202500,187494
168,1620391277259009008,733,132,0,0,0,0,601,0,0,2.0606060606060605522,3,202500,187494
169,1620391277459023008,726,147,0,0,0,0,579,0,0,2.0544217687074830536,3,202500,187494
170,1620391277659028008,725,143,0,0,0,0,582,0,0,2.055944055944055826,3,202500,187494
171,1620391277859042008,706,144,0,0,0,0,562,0,0,2.0555555555555553582,3,202500,187494
172,1620391278125797008,697,141,0,0,0,0,556,0,0,2.0567375886524823514,3,202500,187494
173,1620391278325797008,705,148,0,0,0,0,557,0,0,2.0337837837837837718,3,202500,187566
174,1620391278525806008,708,130,0,0,0,0,578,0,0,2.0461538461538459899,3,202500,187566
175,1620391278725811008,703,122,0,0,0,0,581,0,0,2.0409836065573769837,3,202500,187638
176,1620391278925827008,699,104,0,0,0,0,595,0,0,2.0480769230769229061,3,202500,187638
177,1620391279192454008,685,83,0,0,0,0,602,0,0,2.0602409638554215476,3,202500,187638
178,1620391279392463008,675,83,0,0,0,0,592,0,0,2.0602409638554215476,3,202500,187638
179,1620391279592468008,694,83,0,0,0,0,611,0,0,2.0602409638554215476,3,202500,187638
180,1620391279792482008,697,83,0,0,0,0,614,0,0,2.0602409638554215476,3,202500,187638
181,1620391279992483008,704,83,0,0,0,0,621,0,0,2.0602409638554215476,3,202500,187638
182,1620391280192489008,714,83,0,0,0,0,631,0,0,2.0602409638554215476,3,202500,187638
183,1620391280392497008,707,83,0,0,0,0,624,0,0,2.0602409638554215476,3,202500,187638
184,1620391280592512008,705,61,0,0,0,0,644,0,0,2,2,202500,187710
185,1620391280792512008,716,42,0,0,0,0,674,0,0,2,2,202500,187710
186,1620391280992520008,712,41,0,0,0,0,671,0,0,2.0731707317073171382,3,202500,187638
187,1620391281192527008,741,38,0,0,0,0,703,0,0,2.078947368421052655,3,202500,187638
188,1620391281392539008,749,27,0,0,0,0,722,0,0,2.1111111111111111605,3,202500,187638
189,1620391281592665008,724,37,0,0,0,0,687,0,0,2.1081081081081078921,3,202500,187566
190,1620391281792672008,748,51,0,0,0,0,697,0,0,2.0196078431372548323,3,202500,187638
191,1620391281992681008,754,37,0,0,0,0,717,0,0,2.0270270270270271951,3,202500,187638
192,1620391282192692008,750,36,0,0,0,0,714,0,0,2.0277777777777776791,3,202500,187638
193,1620391282392710008,718,36,0,0,0,0,682,0,0,2.0277777777777776791,3,202500,187638
194,1620391282659332008,676,36,0,0,0,0,640,0,0,2.0277777777777776791,3,189225,174870
195,1620391282859337008,668,37,0,0,0,0,631,0,0,2.0270270270270271951,3,189225,174870
196,1620391283059351008,715,52,0,0,0,0,663,0,0,2.0192307692307691624,3,189225,174870
197,1620391283325978008,705,52,0,0,0,0,653,0,0,2.0192307692307691624,3,189225,174870
198,1620391283526112008,695,61,0,0,0,0,634,0,0,2.0163934426229506158,3,189225,174870
199,1620391283726123008,703,46,0,0,0,0,657,0,0,2.0434782608695654105,3,189225,174798
200,1620391283926124008,718,53,0,0,0,0,665,0,0,2.0377358490566037652,3,189225,174798
201,1620391284126132008,709,43,0,0,0,0,666,0,0,2.0465116279069768268,3,189225,174798
202,1620391284326138008,713,53,0,0,0,0,660,0,0,2.0754716981132075304,3,189225,174726
203,1620391284526153008,714,48,0,0,0,0,666,0,0,2.125,3,189225,174654
204,1620391284726154008,704,73,0,0,0,0,631,0,0,2.0547945205479454245,3,189225,174654
205,1620391284926162008,729,73,0,0,0,0,656,0,0,2.1095890410958904049,3,189225,174582
206,1620391285126165008,757,132,0,0,0,0,625,0,0,2.0833333333333334814,5,202500,186990
207,1620391285326182008,769,116,0,0,0,0,653,0,0,2.0775862068965516016,5,202500,187134
208,1620391285526183008,757,128,0,0,0,0,629,0,0,2.0703125,5,202500,187134
209,1620391285726194008,757,132,0,0,0,0,625,0,0,2.0909090909090908283,5,202500,187062
210,1620391285926202008,770,133,0,0,0,0,637,0,0,2.082706766917293173,5,202500,187134
211,1620391286126209008,768,122,0,0,0,0,646,0,0,2.0901639344262297193,5,202500,187134
212,1620391286326212008,774,121,0,0,0,0,653,0,0,2.0909090909090908283,5,202500,187134
213,1620391286526218008,778,120,0,0,0,0,658,0,0,2.0916666666666667851,5,202500,187134
