#timestamp_lkf,x,y,z,qw,qx,qy,qz
1620391249924148008,-0.00037458439133757689011,-0.00029103633323287819105,-0.00050465339071282481337,0.99999999802997885379,-5.962062561523016847e-05,-4.7424780654634899319e-06,1.9045373754918373544e-05
1620391250124163008,-0.00037458439133757689011,-0.00029103633323287819105,-0.00050465339071282481337,0.99999999802997885379,-5.962062561523016847e-05,-4.7424780654634899319e-06,1.9045373754918373544e-05
1620391250324163008,-0.00037458439133757689011,-0.00029103633323287819105,-0.00050465339071282481337,0.99999999802997885379,-5.962062561523016847e-05,-4.7424780654634899319e-06,1.9045373754918373544e-05
1620391250524172008,-0.00037458439133757689011,-0.00029103633323287819105,-0.00050465339071282481337,0.99999999802997885379,-5.962062561523016847e-05,-4.7424780654634899319e-06,1.9045373754918373544e-05
1620391250724176008,-0.00037458439133757689011,-0.00029103633323287819105,-0.00050465339071282481337,0.99999999802997885379,-5.962062561523016847e-05,-4.7424780654634899319e-06,1.9045373754918373544e-05
1620391250924190008,-0.00037458439133757689011,-0.00029103633323287819105,-0.00050465339071282481337,0.99999999802997885379,-5.962062561523016847e-05,-4.7424780654634899319e-06,1.9045373754918373544e-05
1620391251124192008,-0.0011602101386868483076,-0.0026301558147857400857,-0.0010769572013459472078,0.99999745143451945761,-0.0006023919401092831449,-0.00084305331512012364643,0.0020058687191137083115
1620391251324202008,-0.0011602101386868483076,-0.0026301558147857400857,-0.0010769572013459472078,0.99999745143451945761,-0.0006023919401092831449,-0.00084305331512012364643,0.0020058687191137083115
1620391251524209008,-0.0011602101386868483076,-0.0026301558147857400857,-0.0010769572013459472078,0.99999745143451945761,-0.0006023919401092831449,-0.00084305331512012364643,0.0020058687191137083115
1620391251724221008,-0.0011602101386868483076,-0.0026301558147857400857,-0.0010769572013459472078,0.99999745143451945761,-0.0006023919401092831449,-0.00084305331512012364643,0.0020058687191137083115
1620391251924223008,-0.0011602101386868483076,-0.0026301558147857400857,-0.0010769572013459472078,0.99999745143451945761,-0.0006023919401092831449,-0.00084305331512012364643,0.0020058687191137083115
1620391252124232008,-2.8017373433296448103e-05,-0.000470134857108836957,-0.00048951957158679514776,0.99999999986764953608,-7.124775967959632126e-07,-1.0372970269716056326e-05,1.2505547350329902372e-05
1620391252324236008,6.7738609955637980506e-05,-0.0002768064165214053577,0.00047073252012655957119,0.99999999918214477201,-2.5861119267007855535e-05,1.9158687225653081652e-05,2.4487787802310628153e-05
1620391252524251008,6.7738609955637980506e-05,-0.0002768064165214053577,0.00047073252012655957119,0.99999999918214477201,-2.5861119267007855535e-05,1.9158687225653081652e-05,2.4487787802310628153e-05
1620391252724251008,-0.00074346347258129406432,3.2357153273947850396e-05,-0.0045261460564631249628,0.99999999822771190594,-5.701962837176509358e-05,-1.0351016310903938058e-05,1.3637763177063512058e-05
1620391252924258008,-0.00048010909747369946146,-9.9127422777789422578e-05,-0.0008924213296176825537,0.99999999836276443066,5.0517126421853504676e-06,1.3589670306274451544e-05,-5.5354008030370563658e-05
1620391253124269008,0.00014122031559074711823,-0.00013282192793920792996,-2.3317604373083724797e-05,0.99999999918787485509,-1.6532064328603560799e-05,-1.6262813957923873321e-05,3.2958399841152583661e-05
1620391253324281008,0.00032985130694381160519,-0.00020409099397742804069,0.00016985952497273413544,0.99999999906626491075,-3.04906441401030233e-05,2.4600283772715102242e-05,-1.8232135300918534429e-05
1620391253591032008,0.00032985130694381160519,-0.00020409099397742804069,0.00016985952497273413544,0.99999999906626491075,-3.04906441401030233e-05,2.4600283772715102242e-05,-1.8232135300918534429e-05
1620391253791038008,0.00032985130694381160519,-0.00020409099397742804069,0.00016985952497273413544,0.99999999906626491075,-3.04906441401030233e-05,2.4600283772715102242e-05,-1.8232135300918534429e-05
1620391253991042008,3.3874132271839546527e-05,-0.00048784580631010526081,-1.5971043518427766625e-05,0.99999999310697507138,-0.00011515120717934424638,2.24786631194843963e-05,-4.5555508816200976458e-06
1620391254191058008,-0.00028069824434530626488,6.2669381134669051433e-05,-0.00022384974489027487316,0.99999999468350386778,4.9329385464165071134e-05,8.8860865700079872255e-05,-1.7411048409247229001e-05
1620391254457688008,0.0002492233791462820469,8.6022326694437992439e-05,-0.00062738241047692003705,0.99999999957697705,2.348811229664993111e-05,-1.4953966257861025285e-05,-8.3980578029398263943e-06
1620391254657694008,0.0002492233791462820469,8.6022326694437992439e-05,-0.00062738241047692003705,0.99999999957697705,2.348811229664993111e-05,-1.4953966257861025285e-05,-8.3980578029398263943e-06
1620391254857704008,0.0002492233791462820469,8.6022326694437992439e-05,-0.00062738241047692003705,0.99999999957697705,2.348811229664993111e-05,-1.4953966257861025285e-05,-8.3980578029398263943e-06
1620391255057716008,0.0002492233791462820469,8.6022326694437992439e-05,-0.00062738241047692003705,0.99999999957697705,2.348811229664993111e-05,-1.4953966257861025285e-05,-8.3980578029398263943e-06
1620391255257719008,-0.00017008473309080147625,-0.00024922952967203052844,-0.00098283137299674046446,0.99999999947509887743,3.1677087988387370577e-05,2.305847321877630359e-06,-6.390724940455952661e-06
1620391255457727008,1.9051268165500020128e-05,-3.6758268984549968546e-05,6.748769661518746305e-05,0.9999999989315562221,-3.6677728476242430899e-05,-1.2311099669009680028e-05,2.5295503896869892723e-05
1620391255657732008,6.0841577232891472476e-05,-2.1833843097990522891e-05,0.00010287193059259774365,0.9999999997053236056,-1.4751885905147548231e-05,-1.5884479460297116869e-05,1.091842947897975701e-05
1620391255857744008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391256057744008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391256257751008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391256457761008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391256657769008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391256857773008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391257057781008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391257257786008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391257457922008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391257657931008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391257857931008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391258057940008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391258257952008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391258524581008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391258724589008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391258924600008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391259124604008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391259324609008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391259524616008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391259724630008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391259991386008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391260191398008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391260391406008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391260591414008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391260791414008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391260991423008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391261191430008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391261391444008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391261591465008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391261858079008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391262058089008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391262258101008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391262524864008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391262724866008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391262924872008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391263124878008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391263324879008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391263524885008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391263724901008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391263924931008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391264191535008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391264391546008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391264591556008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391264791687008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391264991690008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391265191695008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391265391710008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391265591710008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391265791725008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391265991728008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391266191739008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391266391740008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391266591752008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391266791753008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391266991775008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391267258399008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391267458402008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391267658409008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391267858421008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391268058424008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391268258432008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391268458442008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391268658578008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391268858579008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391269058587008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391269258591008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391269458604008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391269658608008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391269858615008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391270058622008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391270258635008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391270458637008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391270658644008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391270858650008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391271058665008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391271258665008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391271458673008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391271658681008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391271858694008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391272058694008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391272258700008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391272458708008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391272658724008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391272858724008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391273058729008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391273258739008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
1620391273458752008,-0.00022677569212937006204,-0.00017491893344776397105,-0.00016487168713996051914,0.99999999732350619563,-3.3506251983072795394e-05,6.2332893832035065089e-05,1.856671901849852357e-05
